Categoria,media_duration,media_bytes,media_packets,media_rate
Normal,5520.027180192214,118.77689608670394,2.1998320024804934,324.8338305980709
Caracol,151569.13071895426,1058163.473735173,16195.444444444445,38535.96941216558
