Categoria,media_duration,media_bytes,media_packets,media_rate
Chita,2975.2223056300268,285252.64514745306,4339.390563002681,80800.91970990454
Caracol,165337.72460864196,1099.7896951786004,18.214763421432043,25.586952110930564
Normal,2241.3724412990296,171.09868105731223,2.9904951143955714,305.88804570211624
