Categoria,media_duration,media_bytes,media_packets,media_rate
Normal,24195.11784605835,5446.371518725429,83.56524341580207,417.2655080593771
Libélula,44.850746076226514,67.03877436937707,1.4015823504747233,331.5943707770323
Tartaruga,564261.9885960392,9675.035903518408,149.74741150507003,25.997885894241175
