Categoria,media_duration,media_bytes,media_packets,media_rate
Normal,11449.754478503733,200.44274369168028,3.4924150744782936,673.7958374564502
Rato,0.0,41.99997272228907,1.0,0.0
Elefante,148225.7946063087,1054784.9395617626,16098.768601011318,38129.82495182988
