Categoria,media_duration,media_bytes,media_packets,media_rate
Caracol,71909.8068498383,597.3169870070654,5.127173571767115,10.840326417102677
Chita,308.11676396997495,2741660.936057826,1845.6869613566862,62122635.86506779
Normal,2486.152204918321,5089.352884588676,6.415397394827601,1717.0978132101231
