Categoria,media_duration,media_bytes,media_packets
Elefante,72485.68367914778,3624142.413148899,2582.1991149269948
Normal,4137.272499011979,1822.7397942618925,4.127913983008675
Rato,6266.634496087783,154.12890902856302,3.0
