Categoria,media_duration,media_bytes,media_packets
Tartaruga,331165.0528760523,192023.88381560784,188.5691687193785
Libélula,203.98246321178954,3688.0366975868883,6.549717173302025
Normal,2776.3474156541743,4376.1708050817015,5.680440508983884
