Categoria,media_duration,media_bytes,media_packets,media_rate
Chita,233.44452773613193,3015970.23988006,2029.811844077961,89134609.75578439
Normal,1922.0686630779053,10468.93102246612,11.700367630027712,2318.3644623007463
Caracol,26206.282952205955,1433.8297385180767,7.279891121351471,44.48030392241842
