Categoria,media_duration,media_bytes,media_packets
Rato,6124.567603019035,154.14468944871396,3.0
Elefante,42850.18858782276,8038148.810328339,5859.721644883647
Normal,3910.020401404161,3579.539869906131,6.864825238806731
