Categoria,media_duration,media_bytes,media_packets,media_rate
Caracol,86487.5288892837,120441.84560959807,105.17467550111824,19905.687429068093
Normal,2206.1290780473664,79.5086644345148,1.1967277983162348,528.8009010951855
