Categoria,media_duration,media_bytes,media_packets
Tartaruga,541085.538485285,335430.55751420837,309.391430652081
Libélula,404.1886135110766,8565.555568554048,15.386026684319253
Normal,2765.226398928219,3037.596690073108,3.551350184920802
