Categoria,media_duration,media_bytes,media_packets
Tartaruga,683901.0650064221,12940.042695399838,202.7203391846249
Libélula,404.2814070925549,933.0742740022437,15.39148356745863
Normal,3208.3710610610647,246.00073450221686,4.120906476331477
