Categoria,media_duration,media_bytes,media_packets
Tartaruga,534022.4208981856,230683.55375569695,241.9113423338206
Normal,3308.4560747932883,4874.738246733015,5.819077540312077
Libélula,517.4103008946689,3342.0483607135225,7.387990243130007
