Categoria,media_duration,media_bytes,media_packets,media_rate
Caracol,13249.2699391852,19550.06525861486,21.776928157389065,26426.80310069206
Normal,997.8403339449386,109.29760392557343,1.1130164455424147,414.46051191391786
