Categoria,media_duration,media_bytes,media_packets
Rato,6266.634496087783,154.12890902856302,3.0
Normal,4156.039223679711,2136.352554128315,4.379392517779427
Elefante,78013.52397246487,5004063.986957047,3519.1838090254014
