Categoria,media_duration,media_bytes,media_packets,media_rate
Caracol,343003.2741119593,2951.8080187784276,19.022839552892606,23.171939183238297
Chita,6854.676860101132,17460538.240067422,5371.842860582711,3180869.123992062
Normal,11605.137195345224,2652.450109004465,3.287889207346405,2399.628192107665
