Categoria,media_duration,media_bytes,media_packets
Libélula,258.8361537731546,18356.796707922233,15.43743705286488
Tartaruga,626781.4405368698,643078.3080754979,305.038102372479
Normal,12574.354634905525,3896.4138841415756,2.9591042795705382
